id_producao,id_data,id_maquina,id_turno,tempo_disponivel_min,tempo_paradas_planejadas_min,tempo_paradas_naoplan_min,tempo_operacao_min,qtd_planejada,qtd_produzida,qtd_refugo,qtd_retrabalho,tempo_ciclo_ideal_seg
1147,36,3,1,480,35,47,398,2700,2473,89,36,5.0
1148,36,3,2,480,33,33,414,2700,2175,69,29,5.0
1149,36,3,3,480,30,57,393,2700,2170,107,50,5.0
1150,36,4,1,480,59,109,312,1800,1446,71,20,6.0
1151,36,4,2,480,46,42,392,1800,1383,57,24,6.0
1152,36,4,3,480,40,68,372,1800,1687,89,38,6.0
1153,36,5,1,480,51,55,374,1800,1363,59,12,6.2
1154,36,5,2,480,36,60,384,1800,1482,66,18,6.2
1155,36,5,3,480,55,5,420,1800,1717,69,31,6.2
1156,36,6,1,480,58,25,397,3600,3142,164,48,3.5
1157,36,6,2,480,39,55,386,3600,2800,85,40,3.5
1158,36,6,3,480,56,42,382,3600,3521,192,46,3.5
1159,36,7,1,480,44,11,425,3600,2854,126,36,3.8
1160,36,7,2,480,32,34,414,3600,3063,169,74,3.8
1161,36,7,3,480,48,45,387,3600,3144,162,48,3.8
1162,36,8,1,480,47,59,374,1800,1761,67,26,7.0
1163,36,8,2,480,44,50,386,1800,1729,84,23,7.0
1164,36,8,3,480,54,48,378,1800,1358,67,14,7.0
1165,36,9,1,480,50,33,397,1800,1399,48,16,7.5
1166,36,9,2,480,50,57,373,1800,1407,58,20,7.5
1167,36,9,3,480,55,20,405,1800,1397,72,25,7.5
1168,36,10,1,480,46,88,346,3600,3435,85,24,2.5
1169,36,10,2,480,44,63,373,3600,3012,88,31,2.5
1170,36,10,3,480,36,48,396,3600,3280,80,26,2.5
1171,36,11,1,480,41,10,429,3600,3242,96,38,2.7
1172,36,11,2,480,44,57,379,3600,3032,118,31,2.7
1173,36,11,3,480,30,27,423,3600,3487,87,24,2.7
1174,36,12,1,480,56,30,394,1800,1654,79,36,8.0
1175,36,12,2,480,56,9,415,1800,1408,70,16,8.0
1176,36,12,3,480,52,42,386,1800,1507,75,22,8.0
1177,37,1,1,480,44,7,429,2700,2144,72,34,4.5
1178,37,1,2,480,52,11,417,2700,2576,119,52,4.5
1179,37,1,3,480,36,45,399,2700,2232,85,33,4.5
1180,37,2,1,480,36,14,430,2700,2117,96,42,4.8
1181,37,2,2,480,59,21,400,2700,2289,126,50,4.8
1182,37,2,3,480,48,16,416,2700,2398,115,35,4.8
1183,37,3,1,480,56,57,367,2700,2151,90,39,5.0
1184,37,3,2,480,31,65,384,2700,2346,95,24,5.0
1185,37,3,3,480,57,51,372,2700,2069,93,42,5.0
1186,37,4,1,480,54,77,349,1800,1449,58,13,6.0
1187,37,4,2,480,37,46,397,1800,1445,75,23,6.0
1188,37,4,3,480,57,91,332,1800,1686,65,15,6.0
1189,37,5,1,480,47,52,381,1800,1590,77,20,6.2
1190,37,5,2,480,47,59,374,1800,1466,47,21,6.2
1191,37,5,3,480,39,52,389,1800,1474,67,17,6.2
1192,37,6,1,480,43,53,384,3600,2795,84,29,3.5
1193,37,6,2,480,53,60,367,3600,3179,99,29,3.5
1194,37,6,3,480,56,19,405,3600,2879,151,34,3.5
1195,37,7,1,480,55,29,396,3600,3272,120,46,3.8
1196,37,7,2,480,50,7,423,3600,2991,160,59,3.8
1197,37,7,3,480,30,16,434,3600,3372,131,43,3.8
1198,37,8,1,480,52,30,398,1800,1500,75,36,7.0
1199,37,8,2,480,36,50,394,1800,1657,84,38,7.0
1200,37,8,3,480,59,5,416,1800,1371,55,22,7.0
1201,37,9,1,480,55,12,413,1800,1660,65,25,7.5
1202,37,9,2,480,45,11,424,1800,1660,73,19,7.5
1203,37,9,3,480,36,37,407,1800,1659,70,18,7.5
1204,37,10,1,480,49,97,334,3600,3292,141,46,2.5
1205,37,10,2,480,59,78,343,3600,3443,112,46,2.5
1206,37,10,3,480,53,55,372,3600,3123,94,20,2.5
1207,37,11,1,480,39,13,428,3600,2996,83,26,2.7
1208,37,11,2,480,45,6,429,3600,2826,105,39,2.7
1209,37,11,3,480,41,44,395,3600,3337,144,53,2.7
1210,37,12,1,480,31,48,401,1800,1618,51,23,8.0
1211,37,12,2,480,51,22,407,1800,1485,76,28,8.0
1212,37,12,3,480,48,44,388,1800,1546,80,24,8.0
1213,38,1,1,480,56,57,367,2700,2079,104,47,4.5
1214,38,1,2,480,40,19,421,2700,2292,78,32,4.5
1215,38,1,3,480,34,13,433,2700,2419,84,22,4.5
1216,38,2,1,480,50,12,418,2700,2225,99,45,4.8
1217,38,2,2,480,53,39,388,2700,2215,81,33,4.8
1218,38,2,3,480,35,48,397,2700,2082,91,40,4.8
1219,38,3,1,480,46,46,388,2700,2516,128,44,5.0
1220,38,3,2,480,36,33,411,2700,2133,103,42,5.0
1221,38,3,3,480,54,33,393,2700,2386,79,18,5.0
1222,38,4,1,480,39,35,406,1800,1429,67,25,6.0
1223,38,4,2,480,60,41,379,1800,1552,67,20,6.0
1224,38,4,3,480,50,39,391,1800,1686,61,26,6.0
1225,38,5,1,480,39,16,425,1800,1559,81,34,6.2
1226,38,5,2,480,51,25,404,1800,1406,44,20,6.2
1227,38,5,3,480,52,11,417,1800,1469,71,32,6.2
1228,38,6,1,480,58,48,374,3600,2961,154,32,3.5
1229,38,6,2,480,35,21,424,3600,3216,101,30,3.5
1230,38,6,3,480,53,12,415,3600,2979,103,29,3.5
1231,38,7,1,480,36,28,416,3600,3093,155,65,3.8
1232,38,7,2,480,49,36,395,3600,3400,112,30,3.8
1233,38,7,3,480,54,56,370,3600,3012,167,56,3.8
1234,38,8,1,480,52,38,390,1800,1516,62,19,7.0
1235,38,8,2,480,60,11,409,1800,1531,79,22,7.0
1236,38,8,3,480,30,41,409,1800,1366,56,20,7.0
1237,38,9,1,480,51,22,407,1800,1487,56,12,7.5
1238,38,9,2,480,41,57,382,1800,1391,69,33,7.5
1239,38,9,3,480,55,30,395,1800,1708,77,31,7.5
1240,38,10,1,480,33,71,376,3600,3222,99,34,2.5
1241,38,10,2,480,52,83,345,3600,2840,63,20,2.5
1242,38,10,3,480,54,37,389,3600,2842,94,23,2.5
1243,38,11,1,480,51,17,412,3600,2962,74,26,2.7
1244,38,11,2,480,55,16,409,3600,3450,130,46,2.7
1245,38,11,3,480,34,26,420,3600,3275,66,21,2.7
1246,38,12,1,480,55,28,397,1800,1493,46,19,8.0
1247,38,12,2,480,38,36,406,1800,1416,62,15,8.0
1248,38,12,3,480,49,17,414,1800,1462,55,24,8.0
1249,39,1,1,480,53,11,416,2700,2497,118,34,4.5
1250,39,1,2,480,45,40,395,2700,2494,105,28,4.5
1251,39,1,3,480,55,41,384,2700,2643,110,30,4.5
1252,39,2,1,480,46,31,403,2700,2551,90,43,4.8
1253,39,2,2,480,59,8,413,2700,2545,129,38,4.8
1254,39,2,3,480,41,16,423,2700,2262,85,17,4.8
1255,39,3,1,480,38,41,401,2700,2275,105,40,5.0
1256,39,3,2,480,32,98,350,2700,2631,91,30,5.0
1257,39,3,3,480,42,87,351,2700,2250,122,34,5.0
1258,39,4,1,480,30,100,350,1800,1640,81,38,6.0
1259,39,4,2,480,39,72,369,1800,1680,82,17,6.0
1260,39,4,3,480,48,83,349,1800,1467,55,27,6.0
1261,39,5,1,480,47,20,413,1800,1647,91,28,6.2
1262,39,5,2,480,33,41,406,1800,1529,80,20,6.2
1263,39,5,3,480,32,59,389,1800,1463,66,22,6.2
1264,39,6,1,480,60,49,371,3600,2900,108,51,3.5
1265,39,6,2,480,49,9,422,3600,2939,116,46,3.5
1266,39,6,3,480,46,52,382,3600,3489,183,68,3.5
1267,39,7,1,480,51,43,386,3600,2713,105,46,3.8
1268,39,7,2,480,33,53,394,3600,2933,132,36,3.8
1269,39,7,3,480,46,28,406,3600,2808,142,50,3.8
1270,39,8,1,480,44,44,392,1800,1478,64,29,7.0
1271,39,8,2,480,46,30,404,1800,1590,80,36,7.0
1272,39,8,3,480,33,20,427,1800,1546,61,29,7.0
1273,39,9,1,480,51,53,376,1800,1384,72,24,7.5
1274,39,9,2,480,46,16,418,1800,1577,64,29,7.5
1275,39,9,3,480,60,27,393,1800,1415,44,19,7.5
1276,39,10,1,480,45,66,369,3600,3032,97,43,2.5
1277,39,10,2,480,48,59,373,3600,3209,77,27,2.5
1278,39,10,3,480,49,81,350,3600,3505,87,17,2.5
1279,39,11,1,480,50,8,422,3600,3011,119,24,2.7
1280,39,11,2,480,39,45,396,3600,2848,117,39,2.7
1281,39,11,3,480,35,31,414,3600,3514,74,16,2.7
1282,39,12,1,480,57,53,370,1800,1466,51,10,8.0
1283,39,12,2,480,38,21,421,1800,1670,55,18,8.0
1284,39,12,3,480,58,44,378,1800,1527,46,20,8.0
1285,40,1,1,480,30,17,433,2700,2498,132,43,4.5
1286,40,1,2,480,46,40,394,2700,2321,93,43,4.5
1287,40,1,3,480,30,11,439,2700,2233,102,48,4.5
1288,40,2,1,480,53,50,377,2700,2341,97,27,4.8
1289,40,2,2,480,57,9,414,2700,2113,95,27,4.8
1290,40,2,3,480,58,23,399,2700,2276,127,27,4.8
1291,40,3,1,480,50,69,361,2700,2120,87,30,5.0
1292,40,3,2,480,52,113,315,2700,2221,71,20,5.0
1293,40,3,3,480,52,116,312,2700,2268,83,25,5.0
1294,40,4,1,480,38,110,332,1800,1608,87,35,6.0
1295,40,4,2,480,51,92,337,1800,1602,87,37,6.0
1296,40,4,3,480,56,76,348,1800,1571,75,31,6.0
1297,40,5,1,480,34,43,403,1800,1709,93,25,6.2
1298,40,5,2,480,36,40,404,1800,1390,43,10,6.2
1299,40,5,3,480,59,16,405,1800,1699,53,14,6.2
1300,40,6,1,480,53,18,409,3600,2944,95,38,3.5
1301,40,6,2,480,47,21,412,3600,3405,174,35,3.5
1302,40,6,3,480,30,19,431,3600,2723,98,20,3.5
1303,40,7,1,480,57,39,384,3600,3177,123,54,3.8
1304,40,7,2,480,30,25,425,3600,2885,124,34,3.8
1305,40,7,3,480,56,36,388,3600,3236,140,46,3.8
1306,40,8,1,480,43,36,401,1800,1586,83,20,7.0
1307,40,8,2,480,58,22,400,1800,1709,77,31,7.0
1308,40,8,3,480,36,40,404,1800,1388,58,18,7.0
1309,40,9,1,480,56,13,411,1800,1451,80,38,7.5
1310,40,9,2,480,34,18,428,1800,1494,79,38,7.5
1311,40,9,3,480,54,32,394,1800,1482,64,26,7.5
1312,40,10,1,480,52,77,351,3600,3309,70,15,2.5
1313,40,10,2,480,53,118,309,3600,2992,82,28,2.5
1314,40,10,3,480,34,79,367,3600,2705,103,36,2.5
1315,40,11,1,480,31,14,435,3600,3132,110,47,2.7
1316,40,11,2,480,36,45,399,3600,3292,113,25,2.7
1317,40,11,3,480,52,38,390,3600,2753,94,39,2.7
1318,40,12,1,480,59,38,383,1800,1698,52,23,8.0
1319,40,12,2,480,47,36,397,1800,1440,48,23,8.0
1320,40,12,3,480,32,16,432,1800,1550,55,15,8.0
1321,41,1,1,480,31,8,441,2700,2080,101,28,4.5
1322,41,1,2,480,48,9,423,2700,2473,74,26,4.5
1323,41,2,1,480,50,28,402,2700,2562,134,43,4.8
1324,41,2,2,480,33,41,406,2700,2067,79,22,4.8
1325,41,3,1,480,41,118,321,2700,2507,131,59,5.0
1326,41,3,2,480,56,35,389,2700,2451,93,20,5.0
1327,41,4,1,480,38,31,411,1800,1354,55,16,6.0
1328,41,4,2,480,40,119,321,1800,1533,51,23,6.0
1329,41,5,1,480,57,16,407,1800,1650,79,39,6.2
1330,41,5,2,480,38,57,385,1800,1585,69,23,6.2
1331,41,6,1,480,54,44,382,3600,3057,136,27,3.5
1332,41,6,2,480,53,9,418,3600,3129,152,38,3.5
1333,41,7,1,480,39,46,395,3600,3291,136,28,3.8
1334,41,7,2,480,42,11,427,3600,2945,159,37,3.8
1335,41,8,1,480,49,38,393,1800,1456,61,14,7.0
1336,41,8,2,480,46,49,385,1800,1709,82,19,7.0
1337,41,9,1,480,35,42,403,1800,1684,84,19,7.5
1338,41,9,2,480,57,53,370,1800,1695,76,29,7.5
1339,41,10,1,480,51,34,395,3600,2728,96,21,2.5
1340,41,10,2,480,59,93,328,3600,3151,73,29,2.5
1341,41,11,1,480,47,27,406,3600,2835,63,15,2.7
1342,41,11,2,480,57,6,417,3600,3137,97,22,2.7
1343,41,12,1,480,52,32,396,1800,1709,88,34,8.0
1344,41,12,2,480,56,34,390,1800,1396,43,11,8.0
1345,42,1,1,480,39,51,390,2700,2186,87,42,4.5
1346,42,1,2,480,31,57,392,2700,2543,123,28,4.5
1347,42,2,1,480,38,33,409,2700,2557,88,29,4.8
1348,42,2,2,480,59,7,414,2700,2515,114,45,4.8
1349,42,3,1,480,35,87,358,2700,2071,74,23,5.0
1350,42,3,2,480,35,75,370,2700,2038,66,26,5.0
1351,42,4,1,480,56,94,330,1800,1562,68,18,6.0
1352,42,4,2,480,30,54,396,1800,1661,75,19,6.0
1353,42,5,1,480,31,22,427,1800,1376,62,27,6.2
1354,42,5,2,480,38,6,436,1800,1541,77,37,6.2
1355,42,6,1,480,47,16,417,3600,3029,164,49,3.5
1356,42,6,2,480,45,53,382,3600,3512,165,73,3.5
1357,42,7,1,480,50,49,381,3600,3279,124,26,3.8
1358,42,7,2,480,34,19,427,3600,3242,100,37,3.8
1359,42,8,1,480,49,51,380,1800,1718,71,23,7.0
1360,42,8,2,480,50,6,424,1800,1627,83,22,7.0
1361,42,9,1,480,56,42,382,1800,1697,89,24,7.5
1362,42,9,2,480,50,11,419,1800,1429,46,21,7.5
1363,42,10,1,480,60,114,306,3600,3329,70,31,2.5
1364,42,10,2,480,60,38,382,3600,2775,105,39,2.5
1365,42,11,1,480,45,40,395,3600,2855,69,14,2.7
1366,42,11,2,480,52,45,383,3600,3395,69,14,2.7
1367,42,12,1,480,35,35,410,1800,1689,65,19,8.0
1368,42,12,2,480,60,31,389,1800,1463,44,18,8.0
1369,43,1,1,480,40,32,408,2700,2385,117,47,4.5
1370,43,1,2,480,36,46,398,2700,2243,74,17,4.5
1371,43,1,3,480,54,13,413,2700,2558,140,54,4.5
1372,43,2,1,480,49,29,402,2700,2090,106,39,4.8
1373,43,2,2,480,35,57,388,2700,2510,121,54,4.8
1374,43,2,3,480,41,26,413,2700,2489,129,36,4.8
1375,43,3,1,480,30,94,356,2700,2220,121,25,5.0
1376,43,3,2,480,59,32,389,2700,2467,85,23,5.0
1377,43,3,3,480,41,74,365,2700,2593,92,22,5.0
1378,43,4,1,480,32,53,395,1800,1557,83,20,6.0
1379,43,4,2,480,46,83,351,1800,1720,77,23,6.0
1380,43,4,3,480,30,108,342,1800,1554,83,39,6.0
1381,43,5,1,480,42,14,424,1800,1350,75,35,6.2
1382,43,5,2,480,47,27,406,1800,1694,70,19,6.2
1383,43,5,3,480,46,30,404,1800,1431,78,20,6.2
1384,43,6,1,480,60,11,409,3600,2884,127,51,3.5
1385,43,6,2,480,57,17,406,3600,2949,102,29,3.5
1386,43,6,3,480,51,40,389,3600,2819,92,30,3.5
1387,43,7,1,480,30,9,441,3600,2817,94,36,3.8
1388,43,7,2,480,49,41,390,3600,2780,95,45,3.8
1389,43,7,3,480,50,22,408,3600,2993,140,50,3.8
1390,43,8,1,480,50,40,390,1800,1632,75,20,7.0
1391,43,8,2,480,51,30,399,1800,1538,81,30,7.0
1392,43,8,3,480,38,35,407,1800,1760,60,24,7.0
1393,43,9,1,480,43,18,419,1800,1755,97,39,7.5
1394,43,9,2,480,44,55,381,1800,1680,55,23,7.5
1395,43,9,3,480,34,22,424,1800,1508,69,22,7.5
1396,43,10,1,480,52,41,387,3600,2956,113,54,2.5
1397,43,10,2,480,39,72,369,3600,2844,116,48,2.5
1398,43,10,3,480,30,47,403,3600,2921,122,47,2.5
1399,43,11,1,480,43,29,408,3600,2912,108,22,2.7
1400,43,11,2,480,58,8,414,3600,3218,75,33,2.7
1401,43,11,3,480,45,15,420,3600,3240,96,36,2.7
1402,43,12,1,480,35,49,396,1800,1589,85,21,8.0
1403,43,12,2,480,45,29,406,1800,1683,53,17,8.0
1404,43,12,3,480,30,32,418,1800,1448,46,19,8.0
1405,44,1,1,480,34,58,388,2700,2638,102,22,4.5
1406,44,1,2,480,30,7,443,2700,2087,77,34,4.5
1407,44,1,3,480,54,34,392,2700,2082,84,27,4.5
1408,44,2,1,480,33,29,418,2700,2465,132,31,4.8
1409,44,2,2,480,52,13,415,2700,2036,68,27,4.8
1410,44,2,3,480,60,48,372,2700,2513,91,26,4.8
1411,44,3,1,480,34,87,359,2700,2064,94,46,5.0
1412,44,3,2,480,60,118,302,2700,2492,107,25,5.0
1413,44,3,3,480,51,84,345,2700,2211,68,26,5.0
1414,44,4,1,480,53,82,345,1800,1492,59,27,6.0
1415,44,4,2,480,41,95,344,1800,1453,77,18,6.0
1416,44,4,3,480,33,81,366,1800,1356,71,19,6.0
1417,44,5,1,480,47,47,386,1800,1654,63,22,6.2
1418,44,5,2,480,54,51,375,1800,1747,91,41,6.2
1419,44,5,3,480,34,15,431,1800,1665,56,11,6.2
1420,44,6,1,480,37,36,407,3600,3185,133,47,3.5
1421,44,6,2,480,39,33,408,3600,3049,148,49,3.5
1422,44,6,3,480,48,37,395,3600,2892,147,55,3.5
1423,44,7,1,480,41,12,427,3600,2896,134,60,3.8
1424,44,7,2,480,55,9,416,3600,2913,153,61,3.8
1425,44,7,3,480,52,37,391,3600,3103,109,42,3.8
1426,44,8,1,480,45,17,418,1800,1762,74,25,7.0
1427,44,8,2,480,35,6,439,1800,1729,87,29,7.0
1428,44,8,3,480,53,22,405,1800,1592,68,17,7.0
1429,44,9,1,480,52,33,395,1800,1453,75,25,7.5
1430,44,9,2,480,55,43,382,1800,1737,80,37,7.5
1431,44,9,3,480,45,11,424,1800,1411,76,25,7.5
1432,44,10,1,480,39,84,357,3600,2882,69,22,2.5
1433,44,10,2,480,42,80,358,3600,3472,79,24,2.5
1434,44,10,3,480,39,88,353,3600,3251,87,32,2.5
1435,44,11,1,480,32,22,426,3600,3499,84,33,2.7
1436,44,11,2,480,40,34,406,3600,3097,134,26,2.7
1437,44,11,3,480,58,22,400,3600,2783,89,18,2.7
1438,44,12,1,480,45,52,383,1800,1441,63,31,8.0
1439,44,12,2,480,55,50,375,1800,1700,79,16,8.0
1440,44,12,3,480,60,46,374,1800,1732,68,15,8.0
1441,45,1,1,480,48,6,426,2700,2191,122,55,4.5
1442,45,1,2,480,37,30,413,2700,2633,123,51,4.5
1443,45,1,3,480,45,5,430,2700,2100,97,45,4.5
1444,45,2,1,480,35,27,418,2700,2108,69,31,4.8
1445,45,2,2,480,56,10,414,2700,2348,72,16,4.8
1446,45,2,3,480,46,44,390,2700,2237,79,35,4.8
1447,45,3,1,480,31,75,374,2700,2524,131,37,5.0
1448,45,3,2,480,40,98,342,2700,2055,69,24,5.0
1449,45,3,3,480,30,68,382,2700,2425,73,35,5.0
1450,45,4,1,480,60,40,380,1800,1409,42,15,6.0
1451,45,4,2,480,32,31,417,1800,1625,83,16,6.0
1452,45,4,3,480,42,114,324,1800,1540,66,14,6.0
1453,45,5,1,480,47,29,404,1800,1558,77,26,6.2
1454,45,5,2,480,54,7,419,1800,1618,55,25,6.2
1455,45,5,3,480,41,52,387,1800,1415,77,27,6.2
1456,45,6,1,480,34,38,408,3600,3219,117,51,3.5
1457,45,6,2,480,32,57,391,3600,3473,122,51,3.5
1458,45,6,3,480,30,12,438,3600,3131,148,65,3.5
1459,45,7,1,480,49,16,415,3600,2945,88,43,3.8
1460,45,7,2,480,59,28,393,3600,2765,115,26,3.8
1461,45,7,3,480,52,54,374,3600,3215,126,55,3.8
1462,45,8,1,480,33,53,394,1800,1614,58,24,7.0
1463,45,8,2,480,53,22,405,1800,1402,73,27,7.0
1464,45,8,3,480,57,59,364,1800,1527,52,21,7.0
1465,45,9,1,480,52,57,371,1800,1393,60,26,7.5
1466,45,9,2,480,46,27,407,1800,1562,85,30,7.5
1467,45,9,3,480,49,34,397,1800,1701,72,24,7.5
1468,45,10,1,480,52,91,337,3600,3401,135,43,2.5
1469,45,10,2,480,30,61,389,3600,3107,104,28,2.5
1470,45,10,3,480,32,63,385,3600,2976,67,18,2.5
1471,45,11,1,480,50,15,415,3600,2952,71,24,2.7
1472,45,11,2,480,60,53,367,3600,2729,75,27,2.7
1473,45,11,3,480,37,16,427,3600,2947,106,31,2.7
1474,45,12,1,480,45,21,414,1800,1426,61,17,8.0
1475,45,12,2,480,54,6,420,1800,1381,65,17,8.0
1476,45,12,3,480,49,10,421,1800,1468,71,34,8.0
1477,46,1,1,480,42,38,400,2700,2387,100,44,4.5
1478,46,1,2,480,55,58,367,2700,2138,109,35,4.5
1479,46,1,3,480,56,35,389,2700,2199,81,28,4.5
1480,46,2,1,480,33,52,395,2700,2101,94,39,4.8
1481,46,2,2,480,56,36,388,2700,2046,68,32,4.8
1482,46,2,3,480,38,39,403,2700,2639,97,38,4.8
1483,46,3,1,480,48,59,373,2700,2095,63,31,5.0
1484,46,3,2,480,60,78,342,2700,2513,108,31,5.0
1485,46,3,3,480,41,44,395,2700,2201,87,37,5.0
1486,46,4,1,480,47,55,378,1800,1479,68,26,6.0
1487,46,4,2,480,51,79,350,1800,1396,72,25,6.0
1488,46,4,3,480,57,95,328,1800,1394,73,31,6.0
1489,46,5,1,480,52,54,374,1800,1361,55,27,6.2
1490,46,5,2,480,40,48,392,1800,1573,49,10,6.2
1491,46,5,3,480,57,15,408,1800,1363,67,27,6.2
1492,46,6,1,480,48,52,380,3600,3392,115,33,3.5
1493,46,6,2,480,47,27,406,3600,3008,110,38,3.5
1494,46,6,3,480,38,55,387,3600,3169,148,43,3.5
1495,46,7,1,480,37,55,388,3600,2931,116,28,3.8
1496,46,7,2,480,35,26,419,3600,2708,143,53,3.8
1497,46,7,3,480,31,6,443,3600,3298,142,49,3.8
1498,46,8,1,480,59,32,389,1800,1511,54,11,7.0
1499,46,8,2,480,35,55,390,1800,1387,50,11,7.0
1500,46,8,3,480,53,28,399,1800,1432,80,16,7.0
1501,46,9,1,480,51,58,371,1800,1408,75,17,7.5
1502,46,9,2,480,40,32,408,1800,1602,48,22,7.5
1503,46,9,3,480,40,26,414,1800,1458,72,34,7.5
1504,46,10,1,480,56,111,313,3600,2961,115,46,2.5
1505,46,10,2,480,51,82,347,3600,3032,86,37,2.5
1506,46,10,3,480,46,59,375,3600,3130,105,21,2.5
1507,46,11,1,480,34,38,408,3600,2999,89,39,2.7
1508,46,11,2,480,36,32,412,3600,2739,66,32,2.7
1509,46,11,3,480,39,22,419,3600,2993,96,33,2.7
1510,46,12,1,480,34,7,439,1800,1557,62,30,8.0
1511,46,12,2,480,48,52,380,1800,1496,61,19,8.0
1512,46,12,3,480,52,11,417,1800,1389,61,25,8.0
1513,47,1,1,480,45,55,380,2700,2401,82,36,4.5
1514,47,1,2,480,49,18,413,2700,2078,87,21,4.5
1515,47,1,3,480,45,31,404,2700,2036,82,29,4.5
1516,47,2,1,480,60,32,388,2700,2437,126,33,4.8
1517,47,2,2,480,39,23,418,2700,2553,86,42,4.8
1518,47,2,3,480,40,52,388,2700,2336,129,29,4.8
1519,47,3,1,480,37,31,412,2700,2601,82,29,5.0
1520,47,3,2,480,31,84,365,2700,2506,115,43,5.0
1521,47,3,3,480,35,48,397,2700,2341,74,23,5.0
1522,47,4,1,480,59,69,352,1800,1408,45,16,6.0
1523,47,4,2,480,39,38,403,1800,1409,56,27,6.0
1524,47,4,3,480,50,83,347,1800,1709,90,27,6.0
1525,47,5,1,480,52,50,378,1800,1649,62,26,6.2
1526,47,5,2,480,37,43,400,1800,1550,77,24,6.2
1527,47,5,3,480,51,41,388,1800,1505,59,21,6.2
1528,47,6,1,480,41,21,418,3600,3435,146,61,3.5
1529,47,6,2,480,58,13,409,3600,2983,104,38,3.5
1530,47,6,3,480,55,25,400,3600,2769,132,54,3.5
1531,47,7,1,480,42,5,433,3600,2763,113,37,3.8
1532,47,7,2,480,38,53,389,3600,2961,141,65,3.8
1533,47,7,3,480,46,53,381,3600,3510,140,39,3.8
1534,47,8,1,480,50,30,400,1800,1389,46,14,7.0
1535,47,8,2,480,51,8,421,1800,1722,81,18,7.0
1536,47,8,3,480,49,35,396,1800,1613,82,36,7.0
1537,47,9,1,480,36,26,418,1800,1521,73,20,7.5
1538,47,9,2,480,56,43,381,1800,1564,48,17,7.5
1539,47,9,3,480,39,52,389,1800,1535,84,39,7.5
1540,47,10,1,480,42,84,354,3600,2873,115,54,2.5
1541,47,10,2,480,31,42,407,3600,3221,84,36,2.5
1542,47,10,3,480,44,108,328,3600,2749,115,44,2.5
1543,47,11,1,480,52,12,416,3600,3202,116,41,2.7
1544,47,11,2,480,52,25,403,3600,3181,135,29,2.7
1545,47,11,3,480,51,9,420,3600,2843,103,40,2.7
1546,47,12,1,480,44,43,393,1800,1653,71,35,8.0
1547,47,12,2,480,36,41,403,1800,1694,69,27,8.0
1548,47,12,3,480,49,31,400,1800,1612,54,17,8.0
1549,48,1,1,480,43,31,406,2700,2229,92,42,4.5
1550,48,1,2,480,46,33,401,2700,2387,131,52,4.5
1551,48,2,1,480,53,60,367,2700,2039,83,24,4.8
1552,48,2,2,480,33,30,417,2700,2154,76,19,4.8
1553,48,3,1,480,44,102,334,2700,2218,117,50,5.0
1554,48,3,2,480,36,47,397,2700,2520,93,43,5.0
1555,48,4,1,480,49,64,367,1800,1489,67,15,6.0
1556,48,4,2,480,34,111,335,1800,1510,76,26,6.0
1557,48,5,1,480,49,26,405,1800,1654,60,20,6.2
1558,48,5,2,480,50,32,398,1800,1605,75,23,6.2
1559,48,6,1,480,55,33,392,3600,3138,116,23,3.5
1560,48,6,2,480,56,24,400,3600,2726,123,44,3.5
1561,48,7,1,480,40,58,382,3600,3100,98,35,3.8
1562,48,7,2,480,31,54,395,3600,3525,145,42,3.8
1563,48,8,1,480,43,60,377,1800,1429,65,20,7.0
1564,48,8,2,480,35,24,421,1800,1493,55,22,7.0
1565,48,9,1,480,46,14,420,1800,1551,74,33,7.5
1566,48,9,2,480,56,53,371,1800,1667,78,34,7.5
1567,48,10,1,480,35,99,346,3600,3502,130,62,2.5
1568,48,10,2,480,34,46,400,3600,2796,91,21,2.5
1569,48,11,1,480,48,7,425,3600,3099,108,21,2.7
1570,48,11,2,480,35,20,425,3600,3106,132,41,2.7
1571,48,12,1,480,36,53,391,1800,1464,46,18,8.0
1572,48,12,2,480,52,5,423,1800,1510,62,28,8.0
1573,49,1,1,480,52,29,399,2700,2115,92,44,4.5
1574,49,1,2,480,36,37,407,2700,2635,136,28,4.5
1575,49,2,1,480,32,8,440,2700,2504,134,61,4.8
1576,49,2,2,480,39,41,400,2700,2057,103,46,4.8
1577,49,3,1,480,36,104,340,2700,2340,84,38,5.0
1578,49,3,2,480,31,44,405,2700,2358,115,44,5.0
1579,49,4,1,480,58,95,327,1800,1747,83,39,6.0
1580,49,4,2,480,50,73,357,1800,1654,53,16,6.0
1581,49,5,1,480,34,6,440,1800,1446,47,13,6.2
1582,49,5,2,480,55,11,414,1800,1733,91,31,6.2
1583,49,6,1,480,40,43,397,3600,3291,152,74,3.5
1584,49,6,2,480,54,41,385,3600,2978,129,63,3.5
1585,49,7,1,480,30,5,445,3600,3116,105,34,3.8
1586,49,7,2,480,30,5,445,3600,3132,141,28,3.8
1587,49,8,1,480,47,45,388,1800,1645,65,14,7.0
1588,49,8,2,480,58,40,382,1800,1745,63,18,7.0
1589,49,9,1,480,54,6,420,1800,1588,54,16,7.5
1590,49,9,2,480,49,25,406,1800,1581,63,20,7.5
1591,49,10,1,480,52,68,360,3600,2704,59,27,2.5
1592,49,10,2,480,50,75,355,3600,3285,138,38,2.5
1593,49,11,1,480,57,12,411,3600,3171,130,62,2.7
