id_parada,id_data,id_maquina,id_turno,inicio_parada,fim_parada,duracao_min,tipo_parada,categoria,descricao
3221,50,8,2,2024-02-19 16:00:00,2024-02-19 16:46:00,46,Não Planejada,Elétrica,Parada não planejada por elétrica
3222,50,8,3,2024-02-19 22:00:00,2024-02-19 22:56:00,56,Planejada,Setup,Setup de rotina
3223,50,8,3,2024-02-20 00:00:00,2024-02-20 00:46:00,46,Não Planejada,Mecânica,Parada não planejada por mecânica
3224,50,9,1,2024-02-19 06:00:00,2024-02-19 06:39:00,39,Planejada,Setup,Setup de rotina
3225,50,9,1,2024-02-19 08:00:00,2024-02-19 08:36:00,36,Não Planejada,Mecânica,Parada não planejada por mecânica
3226,50,9,2,2024-02-19 14:00:00,2024-02-19 14:39:00,39,Planejada,Limpeza,Limpeza de rotina
3227,50,9,2,2024-02-19 16:00:00,2024-02-19 16:06:00,6,Não Planejada,Falta Material,Parada não planejada por falta material
3228,50,9,3,2024-02-19 22:00:00,2024-02-19 22:56:00,56,Planejada,Limpeza,Limpeza de rotina
3229,50,9,3,2024-02-20 00:00:00,2024-02-20 00:13:00,13,Não Planejada,Elétrica,Parada não planejada por elétrica
3230,50,10,1,2024-02-19 06:00:00,2024-02-19 06:49:00,49,Planejada,Reunião,Reunião de rotina
3231,50,10,1,2024-02-19 08:00:00,2024-02-19 09:22:00,82,Não Planejada,Mecânica,Parada não planejada por mecânica
3232,50,10,2,2024-02-19 14:00:00,2024-02-19 14:38:00,38,Planejada,Setup,Setup de rotina
3233,50,10,2,2024-02-19 16:00:00,2024-02-19 16:51:00,51,Não Planejada,Elétrica,Parada não planejada por elétrica
3234,50,10,3,2024-02-19 22:00:00,2024-02-19 22:35:00,35,Planejada,Setup,Setup de rotina
3235,50,10,3,2024-02-20 00:00:00,2024-02-20 01:52:00,112,Não Planejada,Elétrica,Parada não planejada por elétrica
3236,50,11,1,2024-02-19 06:00:00,2024-02-19 06:45:00,45,Planejada,Setup,Setup de rotina
3237,50,11,2,2024-02-19 14:00:00,2024-02-19 14:58:00,58,Planejada,Setup,Setup de rotina
3238,50,11,2,2024-02-19 16:00:00,2024-02-19 16:21:00,21,Não Planejada,Mecânica,Parada não planejada por mecânica
3239,50,11,3,2024-02-19 22:00:00,2024-02-19 22:58:00,58,Planejada,Reunião,Reunião de rotina
3240,50,11,3,2024-02-20 00:00:00,2024-02-20 00:37:00,37,Não Planejada,Mecânica,Parada não planejada por mecânica
3241,50,12,1,2024-02-19 06:00:00,2024-02-19 06:40:00,40,Planejada,Setup,Setup de rotina
3242,50,12,1,2024-02-19 08:00:00,2024-02-19 08:14:00,14,Não Planejada,Elétrica,Parada não planejada por elétrica
3243,50,12,2,2024-02-19 14:00:00,2024-02-19 14:54:00,54,Planejada,Setup,Setup de rotina
3244,50,12,2,2024-02-19 16:00:00,2024-02-19 16:17:00,17,Não Planejada,Mecânica,Parada não planejada por mecânica
3245,50,12,3,2024-02-19 22:00:00,2024-02-19 22:30:00,30,Planejada,Setup,Setup de rotina
3246,50,12,3,2024-02-20 00:00:00,2024-02-20 00:23:00,23,Não Planejada,Elétrica,Parada não planejada por elétrica
3247,51,1,1,2024-02-20 06:00:00,2024-02-20 06:39:00,39,Planejada,Limpeza,Limpeza de rotina
3248,51,1,2,2024-02-20 14:00:00,2024-02-20 14:32:00,32,Planejada,Setup,Setup de rotina
3249,51,1,2,2024-02-20 16:00:00,2024-02-20 16:09:00,9,Não Planejada,Mecânica,Parada não planejada por mecânica
3250,51,1,3,2024-02-20 22:00:00,2024-02-20 22:36:00,36,Planejada,Setup,Setup de rotina
3251,51,1,3,2024-02-21 00:00:00,2024-02-21 01:00:00,60,Não Planejada,Mecânica,Parada não planejada por mecânica
3252,51,2,1,2024-02-20 06:00:00,2024-02-20 06:52:00,52,Planejada,Reunião,Reunião de rotina
3253,51,2,1,2024-02-20 08:00:00,2024-02-20 08:38:00,38,Não Planejada,Elétrica,Parada não planejada por elétrica
3254,51,2,2,2024-02-20 14:00:00,2024-02-20 14:48:00,48,Planejada,Setup,Setup de rotina
3255,51,2,2,2024-02-20 16:00:00,2024-02-20 16:10:00,10,Não Planejada,Elétrica,Parada não planejada por elétrica
3256,51,2,3,2024-02-20 22:00:00,2024-02-20 22:55:00,55,Planejada,Setup,Setup de rotina
3257,51,2,3,2024-02-21 00:00:00,2024-02-21 00:18:00,18,Não Planejada,Falta Material,Parada não planejada por falta material
3258,51,3,1,2024-02-20 06:00:00,2024-02-20 06:33:00,33,Planejada,Limpeza,Limpeza de rotina
3259,51,3,1,2024-02-20 08:00:00,2024-02-20 09:17:00,77,Não Planejada,Mecânica,Parada não planejada por mecânica
3260,51,3,2,2024-02-20 14:00:00,2024-02-20 14:41:00,41,Planejada,Limpeza,Limpeza de rotina
3261,51,3,2,2024-02-20 16:00:00,2024-02-20 17:49:00,109,Não Planejada,Mecânica,Parada não planejada por mecânica
3262,51,3,3,2024-02-20 22:00:00,2024-02-20 23:00:00,60,Planejada,Setup,Setup de rotina
3263,51,3,3,2024-02-21 00:00:00,2024-02-21 01:51:00,111,Não Planejada,Elétrica,Parada não planejada por elétrica
3264,51,4,1,2024-02-20 06:00:00,2024-02-20 06:50:00,50,Planejada,Setup,Setup de rotina
3265,51,4,1,2024-02-20 08:00:00,2024-02-20 09:34:00,94,Não Planejada,Mecânica,Parada não planejada por mecânica
3266,51,4,2,2024-02-20 14:00:00,2024-02-20 14:52:00,52,Planejada,Limpeza,Limpeza de rotina
3267,51,4,2,2024-02-20 16:00:00,2024-02-20 17:03:00,63,Não Planejada,Elétrica,Parada não planejada por elétrica
3268,51,4,3,2024-02-20 22:00:00,2024-02-20 22:58:00,58,Planejada,Setup,Setup de rotina
3269,51,4,3,2024-02-21 00:00:00,2024-02-21 00:39:00,39,Não Planejada,Elétrica,Parada não planejada por elétrica
3270,51,5,1,2024-02-20 06:00:00,2024-02-20 06:45:00,45,Planejada,Setup,Setup de rotina
3271,51,5,1,2024-02-20 08:00:00,2024-02-20 08:19:00,19,Não Planejada,Mecânica,Parada não planejada por mecânica
3272,51,5,2,2024-02-20 14:00:00,2024-02-20 14:40:00,40,Planejada,Limpeza,Limpeza de rotina
3273,51,5,2,2024-02-20 16:00:00,2024-02-20 16:21:00,21,Não Planejada,Mecânica,Parada não planejada por mecânica
3274,51,5,3,2024-02-20 22:00:00,2024-02-20 22:39:00,39,Planejada,Setup,Setup de rotina
3275,51,5,3,2024-02-21 00:00:00,2024-02-21 00:36:00,36,Não Planejada,Mecânica,Parada não planejada por mecânica
3276,51,6,1,2024-02-20 06:00:00,2024-02-20 06:44:00,44,Planejada,Setup,Setup de rotina
3277,51,6,1,2024-02-20 08:00:00,2024-02-20 08:13:00,13,Não Planejada,Elétrica,Parada não planejada por elétrica
3278,51,6,2,2024-02-20 14:00:00,2024-02-20 14:34:00,34,Planejada,Setup,Setup de rotina
3279,51,6,2,2024-02-20 16:00:00,2024-02-20 16:10:00,10,Não Planejada,Mecânica,Parada não planejada por mecânica
3280,51,6,3,2024-02-20 22:00:00,2024-02-20 22:38:00,38,Planejada,Limpeza,Limpeza de rotina
3281,51,6,3,2024-02-21 00:00:00,2024-02-21 00:06:00,6,Não Planejada,Mecânica,Parada não planejada por mecânica
3282,51,7,1,2024-02-20 06:00:00,2024-02-20 06:54:00,54,Planejada,Setup,Setup de rotina
3283,51,7,1,2024-02-20 08:00:00,2024-02-20 08:07:00,7,Não Planejada,Mecânica,Parada não planejada por mecânica
3284,51,7,2,2024-02-20 14:00:00,2024-02-20 14:40:00,40,Planejada,Setup,Setup de rotina
3285,51,7,2,2024-02-20 16:00:00,2024-02-20 16:14:00,14,Não Planejada,Mecânica,Parada não planejada por mecânica
3286,51,7,3,2024-02-20 22:00:00,2024-02-20 22:31:00,31,Planejada,Setup,Setup de rotina
3287,51,7,3,2024-02-21 00:00:00,2024-02-21 00:36:00,36,Não Planejada,Mecânica,Parada não planejada por mecânica
3288,51,8,1,2024-02-20 06:00:00,2024-02-20 06:45:00,45,Planejada,Limpeza,Limpeza de rotina
3289,51,8,1,2024-02-20 08:00:00,2024-02-20 08:54:00,54,Não Planejada,Mecânica,Parada não planejada por mecânica
3290,51,8,2,2024-02-20 14:00:00,2024-02-20 14:43:00,43,Planejada,Limpeza,Limpeza de rotina
3291,51,8,2,2024-02-20 16:00:00,2024-02-20 16:09:00,9,Não Planejada,Elétrica,Parada não planejada por elétrica
3292,51,8,3,2024-02-20 22:00:00,2024-02-20 22:50:00,50,Planejada,Setup,Setup de rotina
3293,51,8,3,2024-02-21 00:00:00,2024-02-21 00:47:00,47,Não Planejada,Mecânica,Parada não planejada por mecânica
3294,51,9,1,2024-02-20 06:00:00,2024-02-20 06:39:00,39,Planejada,Setup,Setup de rotina
3295,51,9,1,2024-02-20 08:00:00,2024-02-20 08:38:00,38,Não Planejada,Mecânica,Parada não planejada por mecânica
3296,51,9,2,2024-02-20 14:00:00,2024-02-20 14:39:00,39,Planejada,Reunião,Reunião de rotina
3297,51,9,2,2024-02-20 16:00:00,2024-02-20 16:59:00,59,Não Planejada,Mecânica,Parada não planejada por mecânica
3298,51,9,3,2024-02-20 22:00:00,2024-02-20 22:55:00,55,Planejada,Limpeza,Limpeza de rotina
3299,51,9,3,2024-02-21 00:00:00,2024-02-21 00:51:00,51,Não Planejada,Falta Material,Parada não planejada por falta material
3300,51,10,1,2024-02-20 06:00:00,2024-02-20 06:46:00,46,Planejada,Setup,Setup de rotina
3301,51,10,1,2024-02-20 08:00:00,2024-02-20 09:39:00,99,Não Planejada,Elétrica,Parada não planejada por elétrica
3302,51,10,2,2024-02-20 14:00:00,2024-02-20 14:37:00,37,Planejada,Setup,Setup de rotina
3303,51,10,2,2024-02-20 16:00:00,2024-02-20 17:44:00,104,Não Planejada,Falta Material,Parada não planejada por falta material
3304,51,10,3,2024-02-20 22:00:00,2024-02-20 22:48:00,48,Planejada,Limpeza,Limpeza de rotina
3305,51,10,3,2024-02-21 00:00:00,2024-02-21 01:00:00,60,Não Planejada,Elétrica,Parada não planejada por elétrica
3306,51,11,1,2024-02-20 06:00:00,2024-02-20 06:42:00,42,Planejada,Setup,Setup de rotina
3307,51,11,1,2024-02-20 08:00:00,2024-02-20 08:29:00,29,Não Planejada,Mecânica,Parada não planejada por mecânica
3308,51,11,2,2024-02-20 14:00:00,2024-02-20 14:32:00,32,Planejada,Limpeza,Limpeza de rotina
3309,51,11,2,2024-02-20 16:00:00,2024-02-20 16:45:00,45,Não Planejada,Falta Material,Parada não planejada por falta material
3310,51,11,3,2024-02-20 22:00:00,2024-02-20 22:37:00,37,Planejada,Setup,Setup de rotina
3311,51,11,3,2024-02-21 00:00:00,2024-02-21 00:45:00,45,Não Planejada,Mecânica,Parada não planejada por mecânica
3312,51,12,1,2024-02-20 06:00:00,2024-02-20 06:55:00,55,Planejada,Setup,Setup de rotina
3313,51,12,1,2024-02-20 08:00:00,2024-02-20 08:32:00,32,Não Planejada,Mecânica,Parada não planejada por mecânica
3314,51,12,2,2024-02-20 14:00:00,2024-02-20 14:33:00,33,Planejada,Limpeza,Limpeza de rotina
3315,51,12,2,2024-02-20 16:00:00,2024-02-20 16:39:00,39,Não Planejada,Mecânica,Parada não planejada por mecânica
3316,51,12,3,2024-02-20 22:00:00,2024-02-20 22:41:00,41,Planejada,Limpeza,Limpeza de rotina
3317,51,12,3,2024-02-21 00:00:00,2024-02-21 00:49:00,49,Não Planejada,Mecânica,Parada não planejada por mecânica
3318,52,1,1,2024-02-21 06:00:00,2024-02-21 06:38:00,38,Planejada,Setup,Setup de rotina
3319,52,1,1,2024-02-21 08:00:00,2024-02-21 08:07:00,7,Não Planejada,Mecânica,Parada não planejada por mecânica
3320,52,1,2,2024-02-21 14:00:00,2024-02-21 14:46:00,46,Planejada,Limpeza,Limpeza de rotina
3321,52,1,2,2024-02-21 16:00:00,2024-02-21 16:58:00,58,Não Planejada,Elétrica,Parada não planejada por elétrica
3322,52,1,3,2024-02-21 22:00:00,2024-02-21 22:47:00,47,Planejada,Setup,Setup de rotina
3323,52,1,3,2024-02-22 00:00:00,2024-02-22 00:34:00,34,Não Planejada,Mecânica,Parada não planejada por mecânica
3324,52,2,1,2024-02-21 06:00:00,2024-02-21 06:37:00,37,Planejada,Setup,Setup de rotina
3325,52,2,1,2024-02-21 08:00:00,2024-02-21 08:35:00,35,Não Planejada,Mecânica,Parada não planejada por mecânica
3326,52,2,2,2024-02-21 14:00:00,2024-02-21 14:33:00,33,Planejada,Limpeza,Limpeza de rotina
3327,52,2,2,2024-02-21 16:00:00,2024-02-21 16:21:00,21,Não Planejada,Mecânica,Parada não planejada por mecânica
3328,52,2,3,2024-02-21 22:00:00,2024-02-21 22:41:00,41,Planejada,Setup,Setup de rotina
3329,52,2,3,2024-02-22 00:00:00,2024-02-22 00:41:00,41,Não Planejada,Falta Material,Parada não planejada por falta material
3330,52,3,1,2024-02-21 06:00:00,2024-02-21 06:43:00,43,Planejada,Setup,Setup de rotina
3331,52,3,1,2024-02-21 08:00:00,2024-02-21 09:44:00,104,Não Planejada,Mecânica,Parada não planejada por mecânica
3332,52,3,2,2024-02-21 14:00:00,2024-02-21 14:35:00,35,Planejada,Setup,Setup de rotina
3333,52,3,2,2024-02-21 16:00:00,2024-02-21 17:16:00,76,Não Planejada,Falta Material,Parada não planejada por falta material
3334,52,3,3,2024-02-21 22:00:00,2024-02-21 22:49:00,49,Planejada,Setup,Setup de rotina
3335,52,3,3,2024-02-22 00:00:00,2024-02-22 01:53:00,113,Não Planejada,Mecânica,Parada não planejada por mecânica
3336,52,4,1,2024-02-21 06:00:00,2024-02-21 06:33:00,33,Planejada,Limpeza,Limpeza de rotina
3337,52,4,1,2024-02-21 08:00:00,2024-02-21 09:45:00,105,Não Planejada,Elétrica,Parada não planejada por elétrica
3338,52,4,2,2024-02-21 14:00:00,2024-02-21 14:39:00,39,Planejada,Limpeza,Limpeza de rotina
3339,52,4,2,2024-02-21 16:00:00,2024-02-21 17:46:00,106,Não Planejada,Falta Material,Parada não planejada por falta material
3340,52,4,3,2024-02-21 22:00:00,2024-02-21 22:46:00,46,Planejada,Limpeza,Limpeza de rotina
3341,52,4,3,2024-02-22 00:00:00,2024-02-22 01:46:00,106,Não Planejada,Elétrica,Parada não planejada por elétrica
3342,52,5,1,2024-02-21 06:00:00,2024-02-21 06:59:00,59,Planejada,Setup,Setup de rotina
3343,52,5,1,2024-02-21 08:00:00,2024-02-21 08:26:00,26,Não Planejada,Elétrica,Parada não planejada por elétrica
3344,52,5,2,2024-02-21 14:00:00,2024-02-21 14:45:00,45,Planejada,Limpeza,Limpeza de rotina
3345,52,5,2,2024-02-21 16:00:00,2024-02-21 16:24:00,24,Não Planejada,Elétrica,Parada não planejada por elétrica
3346,52,5,3,2024-02-21 22:00:00,2024-02-21 22:59:00,59,Planejada,Setup,Setup de rotina
3347,52,5,3,2024-02-22 00:00:00,2024-02-22 00:17:00,17,Não Planejada,Falta Material,Parada não planejada por falta material
3348,52,6,1,2024-02-21 06:00:00,2024-02-21 06:46:00,46,Planejada,Setup,Setup de rotina
3349,52,6,1,2024-02-21 08:00:00,2024-02-21 08:36:00,36,Não Planejada,Mecânica,Parada não planejada por mecânica
3350,52,6,2,2024-02-21 14:00:00,2024-02-21 14:49:00,49,Planejada,Limpeza,Limpeza de rotina
3351,52,6,2,2024-02-21 16:00:00,2024-02-21 16:20:00,20,Não Planejada,Falta Material,Parada não planejada por falta material
3352,52,6,3,2024-02-21 22:00:00,2024-02-21 22:59:00,59,Planejada,Limpeza,Limpeza de rotina
3353,52,6,3,2024-02-22 00:00:00,2024-02-22 00:47:00,47,Não Planejada,Elétrica,Parada não planejada por elétrica
3354,52,7,1,2024-02-21 06:00:00,2024-02-21 06:41:00,41,Planejada,Limpeza,Limpeza de rotina
3355,52,7,1,2024-02-21 08:00:00,2024-02-21 08:19:00,19,Não Planejada,Elétrica,Parada não planejada por elétrica
3356,52,7,2,2024-02-21 14:00:00,2024-02-21 14:59:00,59,Planejada,Setup,Setup de rotina
3357,52,7,2,2024-02-21 16:00:00,2024-02-21 16:37:00,37,Não Planejada,Elétrica,Parada não planejada por elétrica
3358,52,7,3,2024-02-21 22:00:00,2024-02-21 22:39:00,39,Planejada,Setup,Setup de rotina
3359,52,7,3,2024-02-22 00:00:00,2024-02-22 00:50:00,50,Não Planejada,Mecânica,Parada não planejada por mecânica
3360,52,8,1,2024-02-21 06:00:00,2024-02-21 06:41:00,41,Planejada,Setup,Setup de rotina
3361,52,8,1,2024-02-21 08:00:00,2024-02-21 08:15:00,15,Não Planejada,Mecânica,Parada não planejada por mecânica
3362,52,8,2,2024-02-21 14:00:00,2024-02-21 14:53:00,53,Planejada,Setup,Setup de rotina
3363,52,8,2,2024-02-21 16:00:00,2024-02-21 16:23:00,23,Não Planejada,Mecânica,Parada não planejada por mecânica
3364,52,8,3,2024-02-21 22:00:00,2024-02-21 22:43:00,43,Planejada,Setup,Setup de rotina
3365,52,8,3,2024-02-22 00:00:00,2024-02-22 00:13:00,13,Não Planejada,Mecânica,Parada não planejada por mecânica
3366,52,9,1,2024-02-21 06:00:00,2024-02-21 06:54:00,54,Planejada,Setup,Setup de rotina
3367,52,9,1,2024-02-21 08:00:00,2024-02-21 08:12:00,12,Não Planejada,Elétrica,Parada não planejada por elétrica
3368,52,9,2,2024-02-21 14:00:00,2024-02-21 14:44:00,44,Planejada,Limpeza,Limpeza de rotina
3369,52,9,3,2024-02-21 22:00:00,2024-02-21 22:47:00,47,Planejada,Limpeza,Limpeza de rotina
3370,52,9,3,2024-02-22 00:00:00,2024-02-22 00:51:00,51,Não Planejada,Mecânica,Parada não planejada por mecânica
3371,52,10,1,2024-02-21 06:00:00,2024-02-21 06:44:00,44,Planejada,Limpeza,Limpeza de rotina
3372,52,10,1,2024-02-21 08:00:00,2024-02-21 09:34:00,94,Não Planejada,Elétrica,Parada não planejada por elétrica
3373,52,10,2,2024-02-21 14:00:00,2024-02-21 14:36:00,36,Planejada,Setup,Setup de rotina
3374,52,10,2,2024-02-21 16:00:00,2024-02-21 17:52:00,112,Não Planejada,Elétrica,Parada não planejada por elétrica
3375,52,10,3,2024-02-21 22:00:00,2024-02-21 22:34:00,34,Planejada,Limpeza,Limpeza de rotina
3376,52,10,3,2024-02-22 00:00:00,2024-02-22 01:45:00,105,Não Planejada,Falta Material,Parada não planejada por falta material
3377,52,11,1,2024-02-21 06:00:00,2024-02-21 06:38:00,38,Planejada,Limpeza,Limpeza de rotina
3378,52,11,1,2024-02-21 08:00:00,2024-02-21 08:43:00,43,Não Planejada,Mecânica,Parada não planejada por mecânica
3379,52,11,2,2024-02-21 14:00:00,2024-02-21 14:45:00,45,Planejada,Limpeza,Limpeza de rotina
3380,52,11,2,2024-02-21 16:00:00,2024-02-21 16:13:00,13,Não Planejada,Elétrica,Parada não planejada por elétrica
3381,52,11,3,2024-02-21 22:00:00,2024-02-21 22:46:00,46,Planejada,Limpeza,Limpeza de rotina
3382,52,11,3,2024-02-22 00:00:00,2024-02-22 00:42:00,42,Não Planejada,Elétrica,Parada não planejada por elétrica
3383,52,12,1,2024-02-21 06:00:00,2024-02-21 06:42:00,42,Planejada,Setup,Setup de rotina
3384,52,12,1,2024-02-21 08:00:00,2024-02-21 08:44:00,44,Não Planejada,Mecânica,Parada não planejada por mecânica
3385,52,12,2,2024-02-21 14:00:00,2024-02-21 14:33:00,33,Planejada,Setup,Setup de rotina
3386,52,12,2,2024-02-21 16:00:00,2024-02-21 16:37:00,37,Não Planejada,Mecânica,Parada não planejada por mecânica
3387,52,12,3,2024-02-21 22:00:00,2024-02-21 22:33:00,33,Planejada,Setup,Setup de rotina
3388,52,12,3,2024-02-22 00:00:00,2024-02-22 00:24:00,24,Não Planejada,Mecânica,Parada não planejada por mecânica
3389,53,1,1,2024-02-22 06:00:00,2024-02-22 06:59:00,59,Planejada,Reunião,Reunião de rotina
3390,53,1,1,2024-02-22 08:00:00,2024-02-22 08:22:00,22,Não Planejada,Falta Material,Parada não planejada por falta material
3391,53,1,2,2024-02-22 14:00:00,2024-02-22 14:54:00,54,Planejada,Limpeza,Limpeza de rotina
3392,53,1,2,2024-02-22 16:00:00,2024-02-22 16:16:00,16,Não Planejada,Mecânica,Parada não planejada por mecânica
3393,53,1,3,2024-02-22 22:00:00,2024-02-22 22:47:00,47,Planejada,Setup,Setup de rotina
3394,53,1,3,2024-02-23 00:00:00,2024-02-23 00:29:00,29,Não Planejada,Elétrica,Parada não planejada por elétrica
3395,53,2,1,2024-02-22 06:00:00,2024-02-22 06:46:00,46,Planejada,Setup,Setup de rotina
3396,53,2,1,2024-02-22 08:00:00,2024-02-22 08:29:00,29,Não Planejada,Falta Material,Parada não planejada por falta material
3397,53,2,2,2024-02-22 14:00:00,2024-02-22 14:48:00,48,Planejada,Reunião,Reunião de rotina
3398,53,2,2,2024-02-22 16:00:00,2024-02-22 16:27:00,27,Não Planejada,Mecânica,Parada não planejada por mecânica
3399,53,2,3,2024-02-22 22:00:00,2024-02-22 22:31:00,31,Planejada,Limpeza,Limpeza de rotina
3400,53,2,3,2024-02-23 00:00:00,2024-02-23 00:18:00,18,Não Planejada,Mecânica,Parada não planejada por mecânica
3401,53,3,1,2024-02-22 06:00:00,2024-02-22 06:44:00,44,Planejada,Limpeza,Limpeza de rotina
3402,53,3,1,2024-02-22 08:00:00,2024-02-22 09:59:00,119,Não Planejada,Mecânica,Parada não planejada por mecânica
3403,53,3,2,2024-02-22 14:00:00,2024-02-22 14:44:00,44,Planejada,Setup,Setup de rotina
3404,53,3,2,2024-02-22 16:00:00,2024-02-22 17:24:00,84,Não Planejada,Elétrica,Parada não planejada por elétrica
3405,53,3,3,2024-02-22 22:00:00,2024-02-22 22:39:00,39,Planejada,Limpeza,Limpeza de rotina
3406,53,3,3,2024-02-23 00:00:00,2024-02-23 01:56:00,116,Não Planejada,Elétrica,Parada não planejada por elétrica
3407,53,4,1,2024-02-22 06:00:00,2024-02-22 07:00:00,60,Planejada,Setup,Setup de rotina
3408,53,4,1,2024-02-22 08:00:00,2024-02-22 09:34:00,94,Não Planejada,Elétrica,Parada não planejada por elétrica
3409,53,4,2,2024-02-22 14:00:00,2024-02-22 14:55:00,55,Planejada,Limpeza,Limpeza de rotina
3410,53,4,2,2024-02-22 16:00:00,2024-02-22 17:50:00,110,Não Planejada,Falta Material,Parada não planejada por falta material
3411,53,4,3,2024-02-22 22:00:00,2024-02-22 22:42:00,42,Planejada,Limpeza,Limpeza de rotina
3412,53,4,3,2024-02-23 00:00:00,2024-02-23 01:35:00,95,Não Planejada,Elétrica,Parada não planejada por elétrica
3413,53,5,1,2024-02-22 06:00:00,2024-02-22 06:56:00,56,Planejada,Limpeza,Limpeza de rotina
3414,53,5,1,2024-02-22 08:00:00,2024-02-22 08:26:00,26,Não Planejada,Elétrica,Parada não planejada por elétrica
3415,53,5,2,2024-02-22 14:00:00,2024-02-22 14:49:00,49,Planejada,Setup,Setup de rotina
3416,53,5,2,2024-02-22 16:00:00,2024-02-22 16:32:00,32,Não Planejada,Mecânica,Parada não planejada por mecânica
3417,53,5,3,2024-02-22 22:00:00,2024-02-22 22:34:00,34,Planejada,Limpeza,Limpeza de rotina
3418,53,5,3,2024-02-23 00:00:00,2024-02-23 00:33:00,33,Não Planejada,Falta Material,Parada não planejada por falta material
3419,53,6,1,2024-02-22 06:00:00,2024-02-22 06:37:00,37,Planejada,Limpeza,Limpeza de rotina
3420,53,6,1,2024-02-22 08:00:00,2024-02-22 08:16:00,16,Não Planejada,Mecânica,Parada não planejada por mecânica
3421,53,6,2,2024-02-22 14:00:00,2024-02-22 14:49:00,49,Planejada,Setup,Setup de rotina
3422,53,6,2,2024-02-22 16:00:00,2024-02-22 16:19:00,19,Não Planejada,Mecânica,Parada não planejada por mecânica
3423,53,6,3,2024-02-22 22:00:00,2024-02-22 22:45:00,45,Planejada,Setup,Setup de rotina
3424,53,6,3,2024-02-23 00:00:00,2024-02-23 00:43:00,43,Não Planejada,Mecânica,Parada não planejada por mecânica
3425,53,7,1,2024-02-22 06:00:00,2024-02-22 06:40:00,40,Planejada,Reunião,Reunião de rotina
3426,53,7,1,2024-02-22 08:00:00,2024-02-22 08:19:00,19,Não Planejada,Mecânica,Parada não planejada por mecânica
3427,53,7,2,2024-02-22 14:00:00,2024-02-22 14:44:00,44,Planejada,Setup,Setup de rotina
3428,53,7,2,2024-02-22 16:00:00,2024-02-22 16:13:00,13,Não Planejada,Mecânica,Parada não planejada por mecânica
3429,53,7,3,2024-02-22 22:00:00,2024-02-22 22:42:00,42,Planejada,Reunião,Reunião de rotina
3430,53,7,3,2024-02-23 00:00:00,2024-02-23 00:44:00,44,Não Planejada,Falta Material,Parada não planejada por falta material
3431,53,8,1,2024-02-22 06:00:00,2024-02-22 06:59:00,59,Planejada,Setup,Setup de rotina
3432,53,8,1,2024-02-22 08:00:00,2024-02-22 08:37:00,37,Não Planejada,Falta Material,Parada não planejada por falta material
3433,53,8,2,2024-02-22 14:00:00,2024-02-22 14:40:00,40,Planejada,Setup,Setup de rotina
3434,53,8,2,2024-02-22 16:00:00,2024-02-22 16:22:00,22,Não Planejada,Mecânica,Parada não planejada por mecânica
3435,53,8,3,2024-02-22 22:00:00,2024-02-22 22:36:00,36,Planejada,Setup,Setup de rotina
3436,53,8,3,2024-02-23 00:00:00,2024-02-23 00:27:00,27,Não Planejada,Mecânica,Parada não planejada por mecânica
3437,53,9,1,2024-02-22 06:00:00,2024-02-22 06:38:00,38,Planejada,Limpeza,Limpeza de rotina
3438,53,9,1,2024-02-22 08:00:00,2024-02-22 08:35:00,35,Não Planejada,Falta Material,Parada não planejada por falta material
3439,53,9,2,2024-02-22 14:00:00,2024-02-22 14:30:00,30,Planejada,Limpeza,Limpeza de rotina
3440,53,9,2,2024-02-22 16:00:00,2024-02-22 16:25:00,25,Não Planejada,Mecânica,Parada não planejada por mecânica
3441,53,9,3,2024-02-22 22:00:00,2024-02-22 22:32:00,32,Planejada,Setup,Setup de rotina
3442,53,9,3,2024-02-23 00:00:00,2024-02-23 00:19:00,19,Não Planejada,Mecânica,Parada não planejada por mecânica
3443,53,10,1,2024-02-22 06:00:00,2024-02-22 06:30:00,30,Planejada,Setup,Setup de rotina
3444,53,10,1,2024-02-22 08:00:00,2024-02-22 09:01:00,61,Não Planejada,Mecânica,Parada não planejada por mecânica
3445,53,10,2,2024-02-22 14:00:00,2024-02-22 14:51:00,51,Planejada,Setup,Setup de rotina
3446,53,10,2,2024-02-22 16:00:00,2024-02-22 17:33:00,93,Não Planejada,Elétrica,Parada não planejada por elétrica
3447,53,10,3,2024-02-22 22:00:00,2024-02-22 22:35:00,35,Planejada,Limpeza,Limpeza de rotina
3448,53,10,3,2024-02-23 00:00:00,2024-02-23 01:42:00,102,Não Planejada,Mecânica,Parada não planejada por mecânica
3449,53,11,1,2024-02-22 06:00:00,2024-02-22 06:57:00,57,Planejada,Setup,Setup de rotina
3450,53,11,1,2024-02-22 08:00:00,2024-02-22 08:59:00,59,Não Planejada,Mecânica,Parada não planejada por mecânica
3451,53,11,2,2024-02-22 14:00:00,2024-02-22 14:56:00,56,Planejada,Setup,Setup de rotina
3452,53,11,2,2024-02-22 16:00:00,2024-02-22 16:10:00,10,Não Planejada,Mecânica,Parada não planejada por mecânica
3453,53,11,3,2024-02-22 22:00:00,2024-02-22 22:40:00,40,Planejada,Setup,Setup de rotina
3454,53,11,3,2024-02-23 00:00:00,2024-02-23 00:16:00,16,Não Planejada,Elétrica,Parada não planejada por elétrica
3455,53,12,1,2024-02-22 06:00:00,2024-02-22 06:53:00,53,Planejada,Limpeza,Limpeza de rotina
